disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
2988,,,,,1997340.79,7113.24,,2023-10-30T00:00:00.000Z,,0,2259882751fb65577a150784b808dc54749be05c,2023-10-30T04:22:46.792Z,cfa17ed4-0eb4-4acf-9790-49b621ba3d3c
2989,,,,,1514966.12,,,2023-10-30T00:00:00.000Z,,0,c04051a9da1db6a1acb7343bf12f6de79c5fc675,2023-10-30T04:22:46.792Z,e2cdc360-2aad-4c93-9642-de3d4ed95b8c
2990,,,,,983739.9,39962.12,,2023-10-30T00:00:00.000Z,,0,4b15b5df4169c51a9c334300bd345ee12b387e29,2023-10-30T04:22:46.792Z,66785d20-725b-452d-a906-dc0e9f7d52ed
2991,,,,,169360.98,7390.25,,2023-10-30T00:00:00.000Z,,0,e0b77938029189cc3b4dbae878e5c1b33f13e719,2023-10-30T04:22:46.792Z,17d22b7f-138f-428a-8aba-e880259a2e24
2992,,,,,2393137.14,,,2023-10-30T00:00:00.000Z,,0,c27881a079ae1b0b97c48f75e44f02e3c5009c58,2023-10-30T04:22:46.792Z,e5d1b068-39ff-416c-ae76-dee9e750aa79
2993,,,,,9912.6,,,2023-10-30T00:00:00.000Z,,0,354e0e5081dccc3fa6ba34e9e65b841dbf226bb1,2023-10-30T04:22:46.792Z,14189b76-dca8-4a8c-812b-7b7a75bf8391
2994,,,,,373970.07,92347.01,,2023-10-30T00:00:00.000Z,,0,9108545211ec035dc80887b744ed80984cfe19d8,2023-10-30T04:22:46.792Z,9d2f67f7-5a99-48c3-8eae-21c92a9fca4b
2995,,,,,592294.84,,,2023-10-30T00:00:00.000Z,,0,155227addcec0fd03b61773fe23fe38563a4b245,2023-10-30T04:22:46.792Z,525938ca-e1eb-4040-b302-97b0f1b99562
2996,,,,,622320.74,,,2023-10-30T00:00:00.000Z,,0,6583cb52f12c9ae5b8ca73622ce67d658c1512fc,2023-10-30T04:22:46.792Z,396f3007-252a-464f-a48e-1baeb0060a24
2997,,,,,51448.94,4344.83,,2023-10-30T00:00:00.000Z,,0,bfe554b6625cf8b109eab1c1cc966eddc384f5ec,2023-10-30T04:22:46.792Z,29db3f41-940d-4fca-b460-78ee32560437
2998,,,,,113274.19,20098.21,,2023-10-30T00:00:00.000Z,,0,5b81b831ee3817026ab5d78c4034a818e66eed5d,2023-10-30T04:22:46.792Z,629ee2a2-b9a4-48c1-b0dc-7738f0235e51
2999,,,,,619731.97,303544.82,,2023-10-30T00:00:00.000Z,,0,b907c8da73b6dba319b8c6cca9fe38b514d15181,2023-10-30T04:22:46.792Z,ffaa5d5c-f14c-444d-9483-1ff0b5520ffb
3134,,,,,25469687.41,30318650.49,,2023-10-30T00:00:00.000Z,,,6d0b60ccc31ae9a73d533a780450d85873af166c,2023-10-30T04:22:46.792Z,fe882d96-27ef-4d2e-9ea5-57a64ec4a75e
3135,,,,,9848417.16,9838265.65,,2023-10-30T00:00:00.000Z,,,8f2cdbb931d3846146e8090eaff6e0ecad8fab16,2023-10-30T04:22:46.792Z,5c7e8b71-1e1b-45bd-ba83-26095e067d51
3136,,,,,4673921.01,4673921.01,,2023-10-30T00:00:00.000Z,,,40aaeefd09bef059c233f3c6af2cf69e3866da8c,2023-10-30T04:22:46.792Z,1e1886ae-c6de-45ef-bf99-8dbb8a42ab0f
3137,,,,,9019537.72,8938453.81,,2023-10-30T00:00:00.000Z,,,d13582643802295628f5586144518d43741cce71,2023-10-30T04:22:46.792Z,5c0fa686-1fad-4aca-9d23-0db536b76e36
3138,,,,,3132714.82,3132714.82,,2023-10-30T00:00:00.000Z,,,f3e66727bce5ed59b1b57048de20013e51b00506,2023-10-30T04:22:46.792Z,bf0df304-c91c-422e-b6a5-b3cd46f83dbf
3139,,,,,1064337.65,1064337.65,,2023-10-30T00:00:00.000Z,,,b24eb677ca8b008c6c9cfd62219b4ad9b44788e5,2023-10-30T04:22:46.792Z,b991c97a-9715-41e8-9232-832d39099f4c
3140,,,,,51218204.06,50716251.84,12517.79,2023-10-30T00:00:00.000Z,,,6ae3f8a6b2b76b75f1b075f10c3fc786fa1bc2fc,2023-10-30T04:22:46.792Z,497f7c2f-b220-409b-bfbd-99330e463337
3141,,,,,3479570.5,3479570.51,-0.01,2023-10-30T00:00:00.000Z,,,64767e858d6f4d5d2a4a932baac16f07b966719a,2023-10-30T04:22:46.792Z,3e02ba10-5fa4-4ce5-a52f-cde48087a19a
3142,,,,,6218085.26,6218085.26,,2023-10-30T00:00:00.000Z,,,e57d169ab2aee6e5197d7edd533464755a39bf10,2023-10-30T04:22:46.792Z,0f87f78e-db28-492f-a20f-a814b9a734e9
3143,,,,,3630431.12,3683064.34,0,2023-10-30T00:00:00.000Z,,,6d57d49f9c3575fa9ade891fad8a3f57db3ff6b2,2023-10-30T04:22:46.792Z,dd02469b-9f62-4d82-86c3-81be8d05b2d4
3144,,,,,3640300.38,3605459.48,42297.69,2023-10-30T00:00:00.000Z,,,c7265cdddb57db8534af467f76a05bdc1d19500e,2023-10-30T04:22:46.792Z,6ee34a40-5db7-4c28-a3aa-195bc34baa18
3148,,,,,2032513.93,1820266.98,211883.35,2023-10-30T00:00:00.000Z,,,47c600b7510df9825392d53ebc2b3ddc1ce2a427,2023-10-30T04:22:46.792Z,68cc8087-c571-44d1-a3aa-ba88bf00fd5a
3150,,,,,547528.1,547528.1,,2023-10-30T00:00:00.000Z,,,c141e525082757b1355e92541403b43627297a10,2023-10-30T04:22:46.792Z,d5eb2f06-408b-4b99-b91a-2af05632eca2
3153,,,,,3101637.94,3101637.94,,2023-10-30T00:00:00.000Z,,,87e8d11f7c7bb8cfa953d20e42313726479aedb7,2023-10-30T04:22:46.792Z,eaa537d4-bdd0-4618-9c18-a32908a37a55
3154,,,,,4385737.74,4510900.8,,2023-10-30T00:00:00.000Z,,,75abc263a2255b8cecfa4b63334724b2b48cc765,2023-10-30T04:22:46.792Z,85140f45-2686-41aa-a5fd-463183e2b472
3155,,,,,4668512.48,4412798.48,,2023-10-30T00:00:00.000Z,,,52f21e8b2fc1dd9705dc8f47b27f9d90a79a67e4,2023-10-30T04:22:46.792Z,abba069b-aac6-4c0a-be46-b689b1d61243
3156,,,,,2440546.55,2440546.55,,2023-10-30T00:00:00.000Z,,,29f5a4c4ab8ce9933180d51afd841523e4bc4cd8,2023-10-30T04:22:46.792Z,a31ed17e-2815-49b4-a6cf-c002b3bf92c1
3157,,,,,4999310.11,4999310.11,,2023-10-30T00:00:00.000Z,,,fd1407ed23b931ccdf5c88cde49ded0cc7339d6f,2023-10-30T04:22:46.792Z,9385d533-ea3c-4f23-975f-2f5cfb12fb58
3160,,,,,9209100.46,9139348.13,,2023-10-30T00:00:00.000Z,,,92b1f40498fa16a9bd45a919b012c6fb65265f8a,2023-10-30T04:22:46.792Z,f7b4de1c-5230-4c95-87f2-98b0d69f5c10
3161,,,,,16539984.85,17640374.45,,2023-10-30T00:00:00.000Z,,,f81b45fbe2d55eefd9ebf32de75c3a035051806c,2023-10-30T04:22:46.792Z,d0f2fc3e-239d-4916-841e-e2e0b9180d73
3162,,,,,3663238.24,3663238.24,,2023-10-30T00:00:00.000Z,,,1dc946ac30d0cc1bb081eaf3ffdd708ad726586a,2023-10-30T04:22:46.792Z,7d09afd2-1eb9-4acd-a3c2-2485c405d370
3163,,,,,5380816.01,5369403.69,,2023-10-30T00:00:00.000Z,,,db04a7f95cc3adbe94496f723a861b4a4f2a83b0,2023-10-30T04:22:46.792Z,d3d05e30-e82f-4447-be45-fd7f84b37fc5
3164,,,,,3404108.7,3403479.45,,2023-10-30T00:00:00.000Z,,,7c47e6bbf5c4f65926ac806509efcdfa2731c204,2023-10-30T04:22:46.792Z,40a5e14a-0d51-4869-9a22-8829eda5f7b3
3165,,,,,21065441.93,21065441.93,,2023-10-30T00:00:00.000Z,,,7bbea6a055f1fbfac444253c7587366c50ed932b,2023-10-30T04:22:46.792Z,bb8208f0-7078-4bb7-9dd9-6a21c34e1807
3166,,,,,3433251.55,3433251.55,,2023-10-30T00:00:00.000Z,,,6d4be1a09c06e5802bb88205600a6aa610b9c287,2023-10-30T04:22:46.792Z,3429e455-44ed-4315-9029-82d642746f0d
3167,,,,,1301755.4,1296992.34,,2023-10-30T00:00:00.000Z,,,531058dc3c5e88ae04c8b18c8757feeaac5408ac,2023-10-30T04:22:46.792Z,5e2adbc7-0e7f-4a08-bb2b-262f39055483
3169,,,,,88203232.21,90360427.93,,2023-10-30T00:00:00.000Z,,,e4a96547d54e64a1ba419a277c9bb18618defa4f,2023-10-30T04:22:46.792Z,f50389d3-a21e-4099-950c-548ccbe00d23
3170,,,,,16619808.6,16617849.01,,2023-10-30T00:00:00.000Z,,,341014a00dee9c5e85383fdf06d4e3dfd8b6ee62,2023-10-30T04:22:46.792Z,85da94d8-c289-4991-9a43-599828355725
3171,,,,,6133267.36,6077480.03,,2023-10-30T00:00:00.000Z,,,a3aab95742622a2a81c1b5821907ac915968cae3,2023-10-30T04:22:46.792Z,a9d6513b-1f54-43bb-9a2f-0f00a4dd1a9a
3172,,,,,411357.84,397754.33,,2023-10-30T00:00:00.000Z,,,bf23b8b5c86b5720579addd4221f772e274c9c28,2023-10-30T04:22:46.792Z,7a0efdee-3a46-48b6-8ccc-a54aed7186cf
3173,,,,,16025623.46,16064502.88,,2023-10-30T00:00:00.000Z,,,151fa9ef82d7f8df5ba5693a79fe00583583a704,2023-10-30T04:22:46.792Z,ca50e6d7-cbef-4ea0-9bde-5ed8c5896ea7
3174,,,,,416827.64,416827.64,,2023-10-30T00:00:00.000Z,,,1e6afa62040a9ff8a24c0d0ff330327753ed2dab,2023-10-30T04:22:46.792Z,98c47a4c-b3d6-4dcf-93b7-052abd2e84ac
3175,,,,,28844937.02,28840611.25,,2023-10-30T00:00:00.000Z,,,ff353e914c80cb56f681d7c5f6a97ace0c70ad24,2023-10-30T04:22:46.792Z,64f7940c-c30b-4d20-ad06-faa44f58e85c
3176,,,,,8932169.87,8908770.48,,2023-10-30T00:00:00.000Z,,,4542726891d48989c1a91647b4eea4d9ebfd5f19,2023-10-30T04:22:46.792Z,14ca1ca5-23ca-4e0b-8e47-5f85064568d5
3177,,,,,2288670.82,2288670.82,,2023-10-30T00:00:00.000Z,,,f919ef0702fbc65b9af5236b2538a347a2d71f24,2023-10-30T04:22:46.792Z,7efef1e6-96db-4009-865f-2c501f45fda3
3178,,,,,1771535.48,1771535.48,,2023-10-30T00:00:00.000Z,,,948f4c723b1642389ded79165617513642d5567b,2023-10-30T04:22:46.792Z,def3b011-2e9c-48bf-9ac4-292ffeef67f3
3179,,,,,19129047.38,19109788.41,,2023-10-30T00:00:00.000Z,,,17bc90b7b046937adbc98548c6026db21dc80cd3,2023-10-30T04:22:46.792Z,7c0c88b4-2aa6-4e0a-8d57-28dbc17a3c87
3180,,,,,20980672.39,20837177.31,,2023-10-30T00:00:00.000Z,,,12533cf93ae7563e16560ab724269867126a9e57,2023-10-30T04:22:46.792Z,8296bb4b-60cc-40df-a765-4b86a0b13bf4
3181,,,,,36139478.42,36046018.7,,2023-10-30T00:00:00.000Z,,,edd94b1763e163d7d92ca7501cc8029782368cee,2023-10-30T04:22:46.792Z,c42e6318-d034-4812-83ca-97a200cf6e0a
3182,,,,,2002983.94,2021398.42,,2023-10-30T00:00:00.000Z,,,973ded64c183ea7cb9614a03f8a3dee777330785,2023-10-30T04:22:46.792Z,5313761e-5b02-41b8-9e21-3fe28b1bd52d
3183,,,,,3570334.69,3580882.64,,2023-10-30T00:00:00.000Z,,,dc9d8770109e54bcf97dc7ec889edc61887ec4f6,2023-10-30T04:22:46.792Z,160e8ffa-18ec-42ff-9f68-0d93f7eaac52
3184,,,,,33681870.19,33756135.67,,2023-10-30T00:00:00.000Z,,,af75d3451a41e1063e38458cde67184a694de063,2023-10-30T04:22:46.792Z,890c726c-c175-4d30-be20-13a9bc3c8667
3185,,,,,6136470.94,6169487.3,,2023-10-30T00:00:00.000Z,,,d7c830cf78fd2ffba5c43999afdf243bfefc621c,2023-10-30T04:22:46.792Z,f58f2020-e9b3-4597-8d45-cf16e129165f
3001,,,,,,,,,,,048de6636cf17f230af94da55f4eb8be2d0c9dfa,2023-03-18T13:22:12.883Z,0662c0c5-0fa6-44ae-a318-ad803c7fe065
3002,,,,,,,,,,,743e7d345ac71316a1c26179cb8a28f29eb4cca2,2023-03-18T13:22:12.883Z,6f7b738c-757e-4074-8a78-d02f92a67f78
3003,,,,,,,,,,,28429c12dda4bd6fffdb98d4bdcc3be8ed2f3b32,2023-03-18T13:22:12.883Z,614139d0-cd3f-42d9-96a9-3d15acaa215c
3004,,,,,,,,,,,e0521f2349c53c158249e97c2ae93b7dba7bfc72,2023-03-18T13:22:12.883Z,193cf754-e06b-48cd-92ea-dc451830fa3c
3005,,,,,,,,,,,48f11dbbc0b35fbf7c4e31cc178ecf7bc84b9aed,2023-03-18T13:22:12.883Z,8e67c5e0-6fc9-4fe5-8561-7a1a43d60535
3006,,,,,,,,,,,5551e0f4b40c43d78f8a804412c0b937d6484567,2023-03-18T13:22:12.883Z,ff7a9171-6ce4-4cdd-bbf5-6de12de271b6
3007,,,,,,,,,,,dfaa6d06d088484c90290c4c2f726bfa03a5aad8,2023-03-18T13:22:12.883Z,19c8e36f-6c01-449e-8178-da3fae9655d1
3008,,,,,,,,,,,333c0a1f021a5a0e4ec43273c42bc37a7d02df32,2023-03-18T13:22:12.883Z,dde7fbaf-8520-45d0-967e-602d90c118fa
3009,,,,,,,,,,,87ea433c2cbf15f301227d20a9b6e5318b74d440,2023-03-18T13:22:12.883Z,f89bcbd9-f4be-4866-be36-b49ef7dcaf89
3010,,,,,,,,,,,226f1f4296a8e39011b52128945b7f10f637b94a,2023-03-18T13:22:12.883Z,fc205253-efbc-447d-a2d7-60a9b501c15f
3011,,,,,,,,,,,2d3ee4f53be522fbcc87ac488f4bea86c03b5e36,2023-03-18T13:22:12.883Z,6ec46644-c3db-4348-836e-04ffb33f6503
3012,,,,,,,,,,,299e48242a67ea56b619baa5675491e69231f933,2023-03-18T13:22:12.883Z,b915bee7-fd34-4087-9d77-2770e0f30b84
3013,,,,,,,,,,,1c95c43622f26911d9de429361e357ebbd4a71ad,2023-03-18T13:22:12.883Z,177fba87-7eab-452c-ac6a-9cbe86e5afd8
3014,,,,,,,,,,,38d441298c71a05c6fb05819a997fd253d002f11,2023-03-18T13:22:12.883Z,3aa61753-badb-4db3-8d8b-34ed8f9fff63
3015,,,,,,,,,,,7c64e9c06e8cca2b052baa97a23123900a762cb5,2023-03-18T13:22:12.883Z,a7df4c93-0496-4d0c-83bd-fefadc433e03
3016,,,,,,,,,,,da44822faf974e27136fe8d5dd12f7b04c1da460,2023-03-18T13:22:12.883Z,8dacfd6c-9ef0-42e6-999d-09fb79cc479d
3017,,,,,,,,,,,68130a62246c1b43106ab889bea5dee5ccdd8954,2023-03-18T13:22:12.883Z,fd1ffb7d-6364-457b-916c-34a2179b1bff
3018,,,,,,,,,,,60493c8a1f64bcbe893ae8068dbc5f7869a99232,2023-03-18T13:22:12.883Z,509285b8-afd4-453a-8f8b-fbe83f294ac0
3019,,,,,,,,,,,73d0777dff53fa62c921b1474314f33340d4c574,2023-03-18T13:22:12.883Z,5be8f237-8a3b-458c-9e56-032823602e82
3020,,,,,,,,,,,1e7d4e421d1108d59001a0c0db10de7ecd9f68b7,2023-03-18T13:22:12.883Z,fc3c1e82-4e01-409b-a669-72dea44c61d6
3021,,,,,,,,,,,97bf3770564b5231a269067c47b2e86ed76336eb,2023-03-18T13:22:12.883Z,89c305f7-d8a4-4a8a-9eff-3e31ac22327f
3022,,,,,,,,,,,9ae9a95f351d1dc60700631a82135cabdd8497d6,2023-03-18T13:22:12.883Z,e2a00345-7009-47bb-80f2-4597793d94f6
3023,,,,,,,,,,,1e5b3f17d49d48475fef7e1e4346be50121c9b87,2023-03-18T13:22:12.883Z,7c30be58-acd9-457a-a88b-9c8483dda155
3024,,,,,,,,,,,2a12fb3c0c473053cd6edcd222d0d6e4a795ebf2,2023-03-18T13:22:12.883Z,e2680b0f-4750-43b6-a0b0-f0c2e4a43b5f
3025,,,,,,,,,,,c47763c0235d062d1fe791a3fd87ff8fec16f4c3,2023-03-18T13:22:12.883Z,b6e5b29c-c1f8-40b9-9c46-d01eb20f4886
3026,,,,,,,,,,,a35a9602c705af1be97371d047ee16e2f0ab5d7c,2023-03-18T13:22:12.883Z,c6a6ded7-b88d-4f6c-bacd-032d10386729
3027,,,,,,,,,,,25cfe92a545ef0588ffb058e93cb1db46ca6067b,2023-03-18T13:22:12.883Z,d3a82717-ec6e-414a-b4a2-64eeb9e7bba9
3028,,,,,,,,,,,8ecd125efa2142f2491b6de7d98b12dbf90b0fdb,2023-03-18T13:22:12.883Z,8478da87-51d8-4754-88c9-afb06fb4d369
3029,,,,,,,,,,,91634fb352300632d2667aff1fb3023c36345189,2023-03-18T13:22:12.883Z,7a13a57b-a0be-4c75-a9c6-e03b5c49e758
3030,,,,,,,,,,,a5b3e0f98dd1134c3d43e61fc5f0075a320b1cae,2023-03-18T13:22:12.883Z,febcc1c8-11cc-4d67-9d6b-b889a433c5e1
3031,,,,,,,,,,,bce16b56fcb0eb16849eac0cd5187e406f0686c6,2023-03-18T13:22:12.883Z,331f04f9-c186-427a-881b-4e5ecc1b2c93
3032,,,,,,,,,,,ceb298b06ecb6580d47562c43ceacb56c9cb6bce,2023-03-18T13:22:12.883Z,24eaad61-81cd-4450-b4f3-45cbb591a972
3033,,,,,,,,,,,1d285fe9047ac7247f55fdc66e24730b7bd497f1,2023-03-18T13:22:12.883Z,77a82057-c4c0-4d1b-8d36-a48a77e211a8
3034,,,,,,,,,,,560a676963f6a192b253e0138c1382a56685336d,2023-03-18T13:22:12.883Z,4e86c5dc-20cd-41f3-904e-a1bedbd2e442
3035,,,,,,,,,,,b449d1a38aceed9966bdefb913a4d75be5dedc5a,2023-03-18T13:22:12.883Z,b6ab8063-27e2-445d-8fcc-8bbfe2ca6ef5
3036,,,,,,,,,,,e0904afae0351bbda714f351323d0bd3f153f9cc,2023-03-18T13:22:12.883Z,22a8bc12-3506-4b60-a060-e00d71de9d01
3037,,,,,,,,,,,521c02fbaa8dbc1e1522d3ca69663f00e185f46a,2023-03-18T13:22:12.883Z,a118a868-43ea-4d59-9e75-159695381b52
3038,,,,,,,,,,,de20285a7ea247350b10a17726d9ef0c4d711ab5,2023-03-18T13:22:12.883Z,cdce35bb-cce0-4590-936d-55b1c8359a69
3039,,,,,,,,,,,45f5542c81b124c85a8754d64d9e5ba5a30e684e,2023-03-18T13:22:12.883Z,ce3eb663-59ad-42e4-a455-08c308fc8519
3040,,,,,,,,,,,85ff143ba584e29e701250adeed25b023064c82f,2023-03-18T13:22:12.883Z,82c6f3c7-a5b0-477d-826b-be3e16b078f0
3041,,,,,,,,,,,8304ba862b8274c2554d767ffc58fd88f04bec15,2023-03-18T13:22:12.883Z,ec430658-1f16-4266-a5e0-0ca25164a490
3042,,,,,,,,,,,1e5511ddfba287541f6c9ab15765235da846d2df,2023-03-18T13:22:12.883Z,7c37baae-252c-4f83-b6f0-0fcdd7558969
3043,,,,,,,,,,,7641aa5aac434f6b9975a940ca323442bd9e3637,2023-03-18T13:22:12.883Z,f30a8234-4689-4edc-955d-a9c3113b6cc1
3044,,,,,,,,,,,958f5d35bd3e25e09874788523e223fad0760884,2023-03-18T13:22:12.883Z,aa482a84-7b70-497f-bbcd-89b9ac21afd1
3045,,,,,,,,,,,5e95fef03071223f666496970205450952baaf35,2023-03-18T13:22:12.883Z,3047ca93-df0d-473c-b8b2-b3bef8a8bb70
3046,,,,,,,,,,,8c2f3312a662581471be794ff2bd9e4826a1f789,2023-03-18T13:22:12.883Z,f7b2b54a-dd1d-49fe-850e-34dc8a120a96
3047,,,,,,,,,,,5b4ed37b52ab709e43bd8e678935207f14fbfcc7,2023-03-18T13:22:12.883Z,c639bfa4-cfb0-40ef-98e2-d8fb83d3d3a5
3048,,,,,,,,,,,cbbb1a305594dfbd0961687db5311ca74ebfe415,2023-03-18T13:22:12.883Z,df778945-a3fb-4880-be1d-d22fe4de00d6
3049,,,,,,,,,,,401925c5becb67b5f560bde4293e91c502ef511a,2023-03-18T13:22:12.883Z,2d154523-a46b-4a35-8857-18f5d7cbd6b8
3050,,,,,,,,,,,eff7d23002ac37d911c7a41894912fd2ad6171b8,2023-03-18T13:22:12.883Z,45ad0560-0dde-4de1-8b46-8756ced023d5
3051,,,,,,,,,,,195c1c050d91f2bd6b8acc9f35bbecb5fc47498d,2023-03-18T13:22:12.883Z,bdda8927-17ba-4a26-82b1-970a26eae1b7
3186,,,,,5419372.81,5196152.24,,2023-10-30T00:00:00.000Z,,,419156ead617037c818a3a5b3f4415ddb7a2ed3a,2023-10-30T04:22:46.792Z,dc04ea99-2e5a-46a6-9a4a-2a677af91f51
3052,,,,,,,,,,,9d8d3a5c9b24440260ece780c21fe75c8e7c0ded,2023-03-18T13:22:12.883Z,c5b5149d-f7f3-4411-979b-4f8c024d8e3a
3053,,,,,,,,,,,24579b94df86f5c6e87d79bc2527c6b6e3b188e1,2023-03-18T13:22:12.883Z,46726e79-3485-467d-93b5-cdfc45934e07
3054,,,,,,,,,,,b88a16af17836965c25779af9973edabedd09b78,2023-03-18T13:22:12.883Z,3edee950-5848-49a6-b7c7-dfda548bba2e
3055,,,,,,,,,,,5a6e68edcb1d6627f6588530fa749822c360e47a,2023-03-18T13:22:12.883Z,fe1d32f8-fe53-46b3-a65c-77bd5f128b5e
3056,,,,,,,,,,,502bc9a01994e968d3fd4f8cb9be7f5d3304fc65,2023-03-18T13:22:12.883Z,ebdd759f-3344-458e-9e7c-603adbbc01a1
3057,,,,,,,,,,,ab79cb484d63034fd33fe98cc9284711417f293d,2023-03-18T13:22:12.883Z,444b58ec-1d0b-42aa-9838-50c47f702459
3058,,,,,,,,,,,d46b9c1dd992babd80cb54dff15eaa47f61e0aca,2023-03-18T13:22:12.883Z,44060a73-505f-41b8-b640-774570d0c2e8
3059,,,,,,,,,,,b707d5b98d66542629df4cf8a9b08527ddb3887a,2023-03-18T13:22:12.883Z,cf5ce325-5068-4ff5-8a5f-d27e056e3a21
3060,,,,,,,,,,,05264e1b02269bd46da1ac9a3fbecfae27827cc8,2023-03-18T13:22:12.883Z,00a7001c-8481-458e-9aff-87c4d0fb7866
3061,,,,,,,,,,,df5f591400dfc0a41093b22cb4b7d5190ac2e84b,2023-03-18T13:22:12.883Z,1ce44100-e039-4ec6-a476-2cc57d396336
3062,,,,,,,,,,,43557c76cc06456efba115bc7d7382a4e2ddb4e8,2023-03-18T13:22:12.883Z,eca7f720-5ae5-4077-b66b-ac148ffc2352
3063,,,,,,,,,,,7bc0a109f749757bffa5e8bafbe45e3a53dff898,2023-03-18T13:22:12.883Z,a7df85de-8358-4ca1-86c5-7d800f479e34
3064,,,,,,,,,,,eae2b17546367f74094ff9dbeba440f04db70e4d,2023-03-18T13:22:12.883Z,6e7eb237-bb40-4b1f-954d-a612557794a6
3065,,,,,,,,,,,03a9243f1561b1b3e15da084e84be01ca6f50561,2023-03-18T13:22:12.883Z,6ca9a15d-ace9-4b5e-af76-817bdbc63349
3187,,,,,1597088.45,1616903.05,,2023-10-30T00:00:00.000Z,,,94cc13337d772d331841eaad73d6b26ba98742d4,2023-10-30T04:22:46.792Z,a0e0b3d9-576d-4bc4-a9c0-457e05738b4d
3067,,,,,,,,,,,86e83d9f51b905dadccdf5c7b6d6e9006a987e50,2023-03-18T13:22:12.883Z,9e0542fd-4c82-43dc-960c-0d10d2154a69
3068,,,,,,,,,,,24312949f803e00e7870c26e10af455960a1b331,2023-03-18T13:22:12.883Z,26c00ffa-19c5-4c40-bc3c-5ca8f4b0a6ac
3069,,,,,,,,,,,ba1c965471f09e4c191a8d443c412f212c24070b,2023-03-18T13:22:12.883Z,235f88dd-7eeb-4e8d-847c-c224d9c75249
3070,,,,,,,,,,,4c9f9c755bf5b3b84220fe365a31b8b7596d9139,2023-03-18T13:22:12.883Z,8975c929-d576-4665-99e3-6050301822a8
3071,,,,,,,,,,,9eeb59ae6147c883e08f57df2e09de585febe536,2023-03-18T13:22:12.883Z,7f9e167d-91bc-4925-8777-62c4368dc1f0
3072,,,,,,,,,,,642fab919712fa6fd3c497270e9f73c49fd40ea1,2023-03-18T13:22:12.883Z,77cf77c3-c4cb-4788-8270-a702135724e0
3073,,,,,,,,,,,d4f3831d35f878cd50e3dde56ea5585f2e29a8fe,2023-03-18T13:22:12.883Z,6035d4a5-a629-45e2-ac82-1284aec54424
3074,,,,,,,,,,,8a5eaf104eefe567a2555cd3db6064f6ce7ae01f,2023-03-18T13:22:12.883Z,bc13f393-45f5-45c6-8dc7-d5bad81be56d
3075,,,,,,,,,,,1eac7bb36f07c95d31bba7b0594ed6dd625eb9d7,2023-03-18T13:22:12.883Z,9824d45a-5f71-4526-8537-146186d5ef78
3076,,,,,,,,,,,ce29c1cf9f52c052c3d5a58446d847bbdec02952,2023-03-18T13:22:12.883Z,afdcf4b1-bd9a-4b7d-b7d0-88553e763272
3077,,,,,,,,,,,acc24f532760d0037c458e535cc6e17d0524d655,2023-03-18T13:22:12.883Z,b5ee914d-68bc-43a1-a69d-a7f5221a54b4
3188,,,,,1480656.94,1429103.93,,2023-10-30T00:00:00.000Z,,,5702d93fb3118216bcf86011d002725c18c996d5,2023-10-30T04:22:46.792Z,5a7f7eb9-28c1-462a-a680-3bf33952cb59
3079,,,,,,,,,,,4f62e6299e7416e6a65453f3145443faf791abee,2023-03-18T13:22:12.883Z,ff0cb541-aaf3-47dc-a61e-3d5bd5a86e06
3189,,,,,4948995.65,4979702.46,-44312.97,2023-10-30T00:00:00.000Z,,,a00b0f96adb67c5f46f13f9d5ba3d6485b5c05d9,2023-10-30T04:22:46.792Z,72857782-a78a-4fa5-a323-db5f21cf42d8
3081,,,,,,,,,,,3a337f057267e85a3519a080002fcec17d8b8a87,2023-03-18T13:22:12.883Z,dea09e29-5195-4b48-8a63-376d18aeab95
3082,,,,,,,,,,,313436abe2f1d72b59d4cde1883acbf62217a4b6,2023-03-18T13:22:12.883Z,912de540-1ba8-49f4-806a-c5359024e142
3083,,,,,,,,,,,7b9d38e11656c9c255ebd6fa434f2cd742dda145,2023-03-18T13:22:12.883Z,a8f7bdb8-bb09-4f8f-85d9-3ee50c6f413a
3084,,,,,,,,,,,c691c257919ee43a4ccd12641cfec30348917e10,2023-03-18T13:22:12.883Z,d74a649e-42f0-4ad3-8b35-74a9f14f6b08
3085,,,,,,,,,,,388adfcec8e5755fdf753b377fe09d0cc72e0fd8,2023-03-18T13:22:12.883Z,5e2dbf79-c755-4e22-9260-ef04f8f60f06
3086,,,,,,,,,,,cd09a643373768db449327abecbc2ca85dea9f4d,2023-03-18T13:22:12.883Z,92b27adc-3937-4be1-8e85-3210501a63cb
3087,,,,,,,,,,,afe3cb45a5ab862ec80aa93cb2eb7f4a8467e7d1,2023-03-18T13:22:12.883Z,72bf5e15-404a-4913-8bd8-159a189fdebd
3088,,,,,,,,,,,0250e72d4503a7ee9fc3acfc057488a46f5ccc8f,2023-03-18T13:22:12.883Z,26b6bbdb-9a59-4706-891e-c43fe06c456d
3089,,,,,,,,,,,3297b8784a3404d67ef22ce36ce6315fa293424f,2023-03-18T13:22:12.883Z,e79ecc07-266e-4096-9580-3c0f877ead8c
3090,,,,,,,,,,,f70ebb6ece7d707515081a15d8ab9344bf7ad752,2023-03-18T13:22:12.883Z,3e57937c-93c7-48bd-983a-f2195880561e
